code,name,specialty,schemes,cap_inr,length_of_stay_days,notes,source
MO036B,Rituxmab + Chlorambucil Rituximab 375mg/m2 Day 1 Chlorambucil 10 mg/m2 D1-7 R...,Oncology,PMJAY,18900,3,Rituxmab + Chlorambucil Rituximab 375mg/m2 Day 1 Chlorambucil 10 mg/m2 D1-7 Repeat every 28 days for 12 cycles,pmjay_hbp_2022
MO036C,Rituximab + Fludarabine + Cyclophosphamide Rituximab 375mg/m2 on day Fludarab...,Oncology,PMJAY,44800,3,Rituximab + Fludarabine + Cyclophosphamide Rituximab 375mg/m2 on day Fludarabine 1 25mg/m2 D1 - 3 Cyclophosphamide 250 mg/m2 D1 - 3 Every 28 days for 6 cycles,pmjay_hbp_2022
MO036D,Lenalidomide lenalidomide-10-25 mg/day day 1 to 21 every 28 days,Oncology,PMJAY,5300,3,Lenalidomide lenalidomide-10-25 mg/day day 1 to 21 every 28 days,pmjay_hbp_2022
MO037A,CHOEP Cyclophosphamide 750mg/m2 D1 Vincristine 1,Oncology,PMJAY,5800,3,CHOEP Cyclophosphamide 750mg/m2 D1 Vincristine 1.4mg/m2 D1 Adriamycin 50 mg/m2 D1 Etoposide 100mg/m2 D1- 3 Prednisolone 100 mg D1- 5 Every 21days. Total 6 cycles,pmjay_hbp_2022
MO037B,CHOP Cyclophosphamide 750mg/m2 D1 Vincristine Adriamycin 1,Oncology,PMJAY,5700,3,CHOP Cyclophosphamide 750mg/m2 D1 Vincristine Adriamycin 1.4mg/m2 50 mg/m2 D1 D1 Prednisolone 100 mg D1- 5 Every 21days. Total 6 cycles,pmjay_hbp_2022
MO037C,SMILE Methotrexate 2gm/m2 D1 Ifosfamide 1500mg/m2 D2- 4 Etoposide 100mg/m2 D2...,Oncology,PMJAY,21700,3,"SMILE Methotrexate 2gm/m2 D1 Ifosfamide 1500mg/m2 D2- 4 Etoposide 100mg/m2 D2- 4 L-asparginase 6000U/m2 D8,10,12,14,16,18,20 Dexamethasone 40mg D1- 4 every 28 days",pmjay_hbp_2022
MO038A,GELOX Gemcitabine 1000mg/m2 D1 Oxaliplatin and D8 130mg/m2 D1 L- asparginase ...,Oncology,PMJAY,21300,3,GELOX Gemcitabine 1000mg/m2 D1 Oxaliplatin and D8 130mg/m2 D1 L- asparginase 6000 U/m2 D1-7 Repeat every 21 days,pmjay_hbp_2022
MO038B,LVP L-asparginase 6000U/m2 D1-5 Vincristine 1,Oncology,PMJAY,8800,3,LVP L-asparginase 6000U/m2 D1-5 Vincristine 1.4mg/m2 D1 Prednisolone 100mg D1-5 Repeat every 21 days,pmjay_hbp_2022
MO039A,"COPP Cyclophosphamide 650mg/m2 D1, 8 Vincristine 1",Oncology,PMJAY,4300,3,"COPP Cyclophosphamide 650mg/m2 D1, 8 Vincristine 1.4mg/m2 D1, 8 Procarbazine 100 mg/m2 D1-14 Prednisolone 40mg/m2 D1- 14 Every 28days. Total 6 - 8 cycles",pmjay_hbp_2022
MO039B,ABVD Adriamycin 25mg/m2 Bleomycin Vinblastine 10unit/m2 6mg/m2 Dacarbazine 37...,Oncology,PMJAY,11300,3,"ABVD Adriamycin 25mg/m2 Bleomycin Vinblastine 10unit/m2 6mg/m2 Dacarbazine 375 mg/m2 Day 1,15 Every 28 days for 6 cycles",pmjay_hbp_2022
MO039C,"AEVD Adriamycin 25mg/m2 Vinblastine 6mg/m2 Dacarbazine 375 mg/m2 Day 1,15 Eto...",Oncology,PMJAY,11300,3,"AEVD Adriamycin 25mg/m2 Vinblastine 6mg/m2 Dacarbazine 375 mg/m2 Day 1,15 Etoposide 65mg/m2 Day 1- 3, 15-17 Every 28 days for 6 cycles",pmjay_hbp_2022
MO040A,ICE Ifosfamide 1,Oncology,PMJAY,11600,3,ICE Ifosfamide 1.5 mg/m2 D1- 3 Carboplatin AUC5 D2 Etoposide 100mg/m2 D1- 3 Every 3 weeks,pmjay_hbp_2022
MO040B,MINE Ifosfamide 4 gm/m2 over 3days (D1-3) Mitoxantrone 8mg/m2 Etoposide 65mg/...,Oncology,PMJAY,11600,3,MINE Ifosfamide 4 gm/m2 over 3days (D1-3) Mitoxantrone 8mg/m2 Etoposide 65mg/m2 D1-3 Every 3 weeks,pmjay_hbp_2022
MO040C,PTCL - GDP Gemcitabine 1000mg/m2 D1 and D8 Dexamethasone 40mg D1- 4 Cisplatin...,Oncology,PMJAY,16300,3,PTCL - GDP Gemcitabine 1000mg/m2 D1 and D8 Dexamethasone 40mg D1- 4 Cisplatin 75mg/m2 D1 or Cacrboplatin AUC-5 Every 3 weeks,pmjay_hbp_2022
MO041A,DHAP Dexamethasone 40mg D1- 4 Cisplatin 100mg/m2 or Carboplatin AUC-5D1 Cytar...,Oncology,PMJAY,13800,3,DHAP Dexamethasone 40mg D1- 4 Cisplatin 100mg/m2 or Carboplatin AUC-5D1 Cytarabine 2 gm/m2 BD D2 Repeat every 21 days,pmjay_hbp_2022
MO042A,Lenalidomide + Dexamethasone Lenalidomide 25 mg daily Day1-21 Dexamethasone 4...,Oncology,PMJAY,5800,3,"Lenalidomide + Dexamethasone Lenalidomide 25 mg daily Day1-21 Dexamethasone 40mg Day 1, 8, 15, 22 Every 28days",pmjay_hbp_2022
MO042B,Pomalidomide + Dexamethasone Pomalidomide 4 mg daily Day 1-21 Dexamethasone 4...,Oncology,PMJAY,7900,3,"Pomalidomide + Dexamethasone Pomalidomide 4 mg daily Day 1-21 Dexamethasone 40mg Day 1, 8, 15, 22 Every 28 days",pmjay_hbp_2022
MO043A,Cyclophosphamide + Thalidomide + Dexamethasone Cyclophosphamide 100mg D1-D14 ...,Oncology,PMJAY,4500,3,"Cyclophosphamide + Thalidomide + Dexamethasone Cyclophosphamide 100mg D1-D14 Thalidomide 100-200 mg daily Day 1-28 Dexamethasone 40mg Day 1, 8, 15, 22 Every 28 days",pmjay_hbp_2022
MO043B,Melphalan + Thalidomide + Prednisolone Melphalan 9mg/m2 D1-D4 Thalidomide 100...,Oncology,PMJAY,4600,3,Melphalan + Thalidomide + Prednisolone Melphalan 9mg/m2 D1-D4 Thalidomide 100mg D1-28 Prednisolone 100mg Day1- 4 Every 28days,pmjay_hbp_2022
MO043C,Bortezomib + Cyclophosphamide + Dexamethasone Cyclophosphamide - 300 mg/m2 da...,Oncology,PMJAY,16100,3,"Bortezomib + Cyclophosphamide + Dexamethasone Cyclophosphamide - 300 mg/m2 day 1, 8, 15, 22 Dexamethasone 40mg Day 1, 8, 15, 22 Bortezomib 1.3 mg/m2 Day1, 8, 15, 22 Every 28 days",pmjay_hbp_2022
MO043D,"Bortezomib + Dexamethasone Bortezomib Day1, 8, 15, 1",Oncology,PMJAY,14700,3,"Bortezomib + Dexamethasone Bortezomib Day1, 8, 15, 1.3 22 mg/m2 Dexamethasone 40mg Day1, 8, 15, 22 Every 28 day",pmjay_hbp_2022
MO043E,Bortezomib + Melphalan + Prednsiolone Melphalan 9mg/m2 D1-D4 Prednisolone 100...,Oncology,PMJAY,13900,3,"Bortezomib + Melphalan + Prednsiolone Melphalan 9mg/m2 D1-D4 Prednisolone 100mg Day 1-4 Bortezomib 1.3 mg/m2 Day 1, 8, 15, 22 Every 28 days",pmjay_hbp_2022
MO043F,Bortezomib + Lenalidomide + Dexamethasone Lenalidomide 25 mg daily Day 1 - 21...,Oncology,PMJAY,19600,3,"Bortezomib + Lenalidomide + Dexamethasone Lenalidomide 25 mg daily Day 1 - 21 Dexamethasone 40mg Day 1, 8, 15, 22 Bortezomib 1.3 mg/m2 Day 1, 8, 15, 22 Every 28 days",pmjay_hbp_2022
MO043G,Bortezomib + Thalidomide + Dexamethasone Thalidomide 100 mg daily Day 1 - 28 ...,Oncology,PMJAY,16500,3,"Bortezomib + Thalidomide + Dexamethasone Thalidomide 100 mg daily Day 1 - 28 Dexamethasone 40 mg Day 1, 8, 15, 22 Bortezomib 1.3 mg/m2 Day 1, 8, 15, 22 Every 28 days",pmjay_hbp_2022
MO044A,"Imatinib Imatinib 400 mg, 600 mg, 800 mg (per month X 5 years)",Oncology,PMJAY,16500,3,"Imatinib Imatinib 400 mg, 600 mg, 800 mg (per month X 5 years)",pmjay_hbp_2022
MO044B,Dasatinib 100 mg once a day,Oncology,PMJAY,5500,3,Dasatinib 100 mg once a day,pmjay_hbp_2022
MO045A,Hydroxurea Hydroxurea daily (Dose will be based on blood counts),Oncology,PMJAY,2500,1,Hydroxurea Hydroxurea daily (Dose will be based on blood counts),pmjay_hbp_2022
MO046A,Cytarabine 2 gm / M2 BD for 3 days Every 21 days for 3 cycles,Oncology,PMJAY,78400,1,Cytarabine 2 gm / M2 BD for 3 days Every 21 days for 3 cycles,pmjay_hbp_2022
MO046B,Cytarabine 100 mg / M2 7 days Daunomycin 60 mg / M2 3 days ( this does not in...,Oncology,PMJAY,116200,3,"Cytarabine 100 mg / M2 7 days Daunomycin 60 mg / M2 3 days ( this does not include antibiotics, antifungals, blood and platelets transfusion)",pmjay_hbp_2022
MO047A,"Berlin- Frankfurt -Munster- 90, Berlin- Frankfurt - Munster-95, Berlin- Frank...",Oncology,PMJAY,176000,3,"Berlin- Frankfurt -Munster- 90, Berlin- Frankfurt - Munster-95, Berlin- Frankfurt -Munster-2000 Hyper (cyclophosphamide, Vincristine, Adriamycin,Dexamethaso ne UKALL (United kingdom acute lymphoblastic leukaemia) GMALL (German multicenter acute lymphoblastic leukemia) Induction phase",pmjay_hbp_2022
MO047B,Berlin- Frankfurt -Munster- 90 Berlin- Frankfurt -Munster- 95 Berlin- Frankfu...,Oncology,PMJAY,136200,3,"Berlin- Frankfurt -Munster- 90 Berlin- Frankfurt -Munster- 95 Berlin- Frankfurt -Munster- 2000 Hyper (cyclophosphamide, Vincristine, Adriamycin,Dexamethaso ne UKALL (United kingdom acute lymphoblastic leukaemia) GMALL (German multicenter acute lymphoblastic leukemia) - Continuation pahse",pmjay_hbp_2022
MO047C,6 Mercaptopurine 50 mg / M2 Methotrexate daily 25 mg / M2 Weekly for 2 years,Oncology,PMJAY,4400,3,6 Mercaptopurine 50 mg / M2 Methotrexate daily 25 mg / M2 Weekly for 2 years,pmjay_hbp_2022
MO048A,Berlin- Frankfurt -Munster- 90 Berlin- Frankfurt -Munster- 95 Berlin- Frankfu...,Oncology,PMJAY,176000,3,"Berlin- Frankfurt -Munster- 90 Berlin- Frankfurt -Munster- 95 Berlin- Frankfurt -Munster- 2000 Hyper CVAD (cyclophosphamide, Vincristine, Adriamycin,Dexamethaso ne UKALL (United kingdom acute lymphoblastic leukaemia) GMALL (German multicenter acute lymphoblastic leukemia) - Induction phase",pmjay_hbp_2022
MO048B,Berlin- Frankfurt -Munster- 90 Berlin- Frankfurt -Munster- 95 Berlin- Frankfu...,Oncology,PMJAY,136200,3,"Berlin- Frankfurt -Munster- 90 Berlin- Frankfurt -Munster- 95 Berlin- Frankfurt -Munster- 2000 Hyper CVAD (cyclophosphamide, Vincristine, Adriamycin,Dexamethaso ne UKALL (United kingdom acute lymphoblastic leukaemia) GMALL (German multicenter acute lymphoblastic leukemia)- Continuation phase",pmjay_hbp_2022
MO048C,6 Mercaptopurine 50 mg/M2 daily and Methotrexate 25 mg/M2 Weekly for 2 Years,Oncology,PMJAY,4400,3,6 Mercaptopurine 50 mg/M2 daily and Methotrexate 25 mg/M2 Weekly for 2 Years,pmjay_hbp_2022
MO049A,Arsenic trioxide ATRA Daunomycin or Idarubcin Cytarabine - multiagent - vary ...,Oncology,PMJAY,79200,3,Arsenic trioxide ATRA Daunomycin or Idarubcin Cytarabine - multiagent - vary in each protocol,pmjay_hbp_2022
MO049B,Arsenic trioxide ATRA Daunomycin or Idarubcin Cytarabine - multiagent - vary ...,Oncology,PMJAY,106500,3,Arsenic trioxide ATRA Daunomycin or Idarubcin Cytarabine - multiagent - vary on protocol,pmjay_hbp_2022
MO049C,6 MP 50 mg / day daily Methotrexate 15 mg Weekly ATRA 45 mg / M2 for 14 days ...,Oncology,PMJAY,8800,3,6 MP 50 mg / day daily Methotrexate 15 mg Weekly ATRA 45 mg / M2 for 14 days Every three months for 18 Months,pmjay_hbp_2022
MO050A,ATO: Arsenic trioxide 0,Oncology,PMJAY,60500,3,"ATO: Arsenic trioxide 0.15 mg / kg day 1-Day 5, day 8-12, day 15-19, day 22- 26 every 56 days for 4 cycles ATRA : All trans retinoic acid 45 mg / M2 day 1- Day 14 and Day 29-43 every 56 days for 4 cycles - (per 56 day cycle)",pmjay_hbp_2022
MO050B,ATO: Arsenic trioxide 0,Oncology,PMJAY,89100,3,ATO: Arsenic trioxide 0.15 mg / kg day 1-45 or 60 ATRA: All trans retinoic acid 45 mg / M2 - day 1- 45 or 60,pmjay_hbp_2022
MO051A,Cefoperazone + Sulbactum Piperalicillin + Tazobactum Cefoperazone Piperacilli...,Oncology,PMJAY,36600,3,Cefoperazone + Sulbactum Piperalicillin + Tazobactum Cefoperazone Piperacillin Amikacin Gentamicin Cefipime Levofloxacin Amoxycillin and clavulanate Teicoplanin Vancomycin,pmjay_hbp_2022
MO051B,Meropenem Imipenem Colistin Tigecyclin Linezolid Voriconazole Caspfungin Amph...,Oncology,PMJAY,86700,3,Meropenem Imipenem Colistin Tigecyclin Linezolid Voriconazole Caspfungin Amphotericin - B,pmjay_hbp_2022
MO052A,Rasburicase Febuxostat Allopurinol Sevelamer,Oncology,PMJAY,26400,3,Rasburicase Febuxostat Allopurinol Sevelamer,pmjay_hbp_2022
MO053A,5 microgram / kg / day (max 300 microgram per day) for 7 days or PEG - GCSF 6...,Oncology,PMJAY,5000,3,5 microgram / kg / day (max 300 microgram per day) for 7 days or PEG - GCSF 6mg one single dose per chemotherapy cycle,pmjay_hbp_2022
MO054A,Langerhans Cell Histiocytosis (Histiocytosis Protocol - Induction),Oncology,PMJAY,27900,3,Langerhans Cell Histiocytosis (Histiocytosis Protocol - Induction),pmjay_hbp_2022
MO054B,Langerhans Cell Histiocytosis (Histiocytosis Protocol - Maintenance),Oncology,PMJAY,31800,3,Langerhans Cell Histiocytosis (Histiocytosis Protocol - Maintenance),pmjay_hbp_2022
MO055A,Vincristine + Carboplatin Vincristine 1,Oncology,PMJAY,6500,3,"Vincristine + Carboplatin Vincristine 1.5mg/m2 (day 1, 8 and 15 for first 4 cycles and then only day 1 from cycle 5 to 17) Carboplatin 550mg/m2 every 3 weeks (all cycles)",pmjay_hbp_2022
MO055B,Vinblastin Vinblastine 6 mg/m2 every week,Oncology,PMJAY,3700,3,Vinblastin Vinblastine 6 mg/m2 every week,pmjay_hbp_2022
MO056A,PACKER,Oncology,PMJAY,7000,3,PACKER,pmjay_hbp_2022
MO056B,Cisplatin + Cyclophosphamide + Vincristine Cyclophosphamide 1000mg/m2 (2 days...,Oncology,PMJAY,9200,3,Cisplatin + Cyclophosphamide + Vincristine Cyclophosphamide 1000mg/m2 (2 days every cycles) Vincristine 1.5mg/m2 (days 1 and 8) Cisplatin 100mg/m2 (1 day per cycle) Cycles given every 3 weekly,pmjay_hbp_2022
MO057A,Cabroplatin + Etoposide + Cyclophosphamide + Doxorubicin Carboplatin Etoposid...,Oncology,PMJAY,9500,3,Cabroplatin + Etoposide + Cyclophosphamide + Doxorubicin Carboplatin Etoposide 100mg/m2 600mg/m2 (days 1-5) Cyclophosphamide Doxorubicin,pmjay_hbp_2022
MO057B,Carboplatin + Cisplatin + Cyclophosphamide + Vincristine + Etoposide,Oncology,PMJAY,8400,3,Carboplatin + Cisplatin + Cyclophosphamide + Vincristine + Etoposide,pmjay_hbp_2022
MO057C,13-cis retinoic acid 160mg/m2 weeks per day for 2 Each cycle given 4 weekly,Oncology,PMJAY,2300,1,13-cis retinoic acid 160mg/m2 weeks per day for 2 Each cycle given 4 weekly,pmjay_hbp_2022
MO058A,Vincristine + Carboplatin + Etoposide Carboplatin 600mg/m2 day 1 Etoposide 15...,Oncology,PMJAY,8200,3,Vincristine + Carboplatin + Etoposide Carboplatin 600mg/m2 day 1 Etoposide 150mg/m2 days 1-3 Vincristine1.5mg/m2 day 1,pmjay_hbp_2022
MO059A,Vincristine + Cyclophosphamide + Dactinomycin Vincristine 1,Oncology,PMJAY,6300,3,"Vincristine + Cyclophosphamide + Dactinomycin Vincristine 1.5mg/m2 (day 1, 8 and 15) Cyclophosphamie 1200 - 2200 mg/m2 (day 1) Dactinomycin 1.5mg / m2 (day 1) 3 weekly cycle",pmjay_hbp_2022
MO059B,Vincristine + Ifosfamide + Etoposide Vincristine 1,Oncology,PMJAY,17900,3,"Vincristine + Ifosfamide + Etoposide Vincristine 1.5mg/m2 (days 1, 8 and 15) Ifosfamide 1.8gm/m2 (days 1-5) Etoposide 100mg/m2 (days 1-5) Each cycle every 3 weeks",pmjay_hbp_2022
MO060A,Vincristine + Topotecan + Cyclophosphamide and Vincristine + Adriamycin + Cyc...,Oncology,PMJAY,13700,3,Vincristine + Topotecan + Cyclophosphamide and Vincristine + Adriamycin + Cyclophosphamide Vincristine 1.5mg/m2 (day 1) Topotecan 1.5mg/m2 (day 1-5) Cyclophosphamide 250mg/m2 (days 1-5) 3 - weekly Vincristine 1.5mg/m2 Adriamyicn 60mg/m2 Cyclophosphamide 600mg/m2 (all Day 1) Every 3 weeks. Cycles given in couplets,pmjay_hbp_2022
MO061A,Vincristine + Actinomycin D Vincristine 1,Oncology,PMJAY,4200,3,Vincristine + Actinomycin D Vincristine 1.5 mg/m2 weekly then 3 weekly for 12 weeks and Actinomycin D 45 microgram / kg 3 weekly for 24 weeks,pmjay_hbp_2022
MO061B,Vincristine + Actinomycin D + Doxorubicin Vincristine 1,Oncology,PMJAY,5500,3,Vincristine + Actinomycin D + Doxorubicin Vincristine 1.5 mg/m2 weekly for 12 weeks and then 3 weekly Actinomycin D 45 microgram/kg 3 weekly Doxorubicin 60mg/m2 for 24 weeks,pmjay_hbp_2022
MO061C,Cyclophosphamide + Doxorubicin + Etoposide + Vincristine + Dactinomycin Vincr...,Oncology,PMJAY,16800,3,Cyclophosphamide + Doxorubicin + Etoposide + Vincristine + Dactinomycin Vincristine 1.5 mg/m2 Dactinomycin 45 microgram/kg Adriamyicn 60mg/m2 Cyclophosphamide Etoposide Weekly chemotherapy - varying hybrid regimen,pmjay_hbp_2022
MO062A,"Consolidation (Phase II, CNS Therapy Reinduction)",Oncology,PMJAY,263700,3,"Consolidation (Phase II, CNS Therapy Reinduction)",pmjay_hbp_2022
MO062B,India collaborative childhood leukaemia group Berlin- Frankfurt -Munster Kill...,Oncology,PMJAY,95700,3,"India collaborative childhood leukaemia group Berlin- Frankfurt -Munster Kill leukemia acute cells lymphocytic Mitroxantrone,Chlorambuc il,Prednisolone: 841",pmjay_hbp_2022
MO062C,6 - Mercaptopurine 75mg/m2 daily Methotrexate weekly 20mg/m2 Vincristine 1,Oncology,PMJAY,3000,3,6 - Mercaptopurine 75mg/m2 daily Methotrexate weekly 20mg/m2 Vincristine 1.5mg/m2 monthly Intrathecal methotrexate 12 mg 3 monthly,pmjay_hbp_2022
MO062D,Dasatinib + chemo (to be used only with ALL therapy)- Permonth,Oncology,PMJAY,5500,1,Dasatinib + chemo (to be used only with ALL therapy)- Permonth,pmjay_hbp_2022
MO062E,Imatinib + chemo ((to be used only with ALL therapy) -permonth,Oncology,PMJAY,5500,1,Imatinib + chemo ((to be used only with ALL therapy) -permonth,pmjay_hbp_2022
MO063A,"Consolidation (Phase II, CNS Therapy Reinduction)",Oncology,PMJAY,263700,3,"Consolidation (Phase II, CNS Therapy Reinduction)",pmjay_hbp_2022
MO063B,India collaborative childhood leukaemia group Berlin- Frankfurt -Munster Kill...,Oncology,PMJAY,95700,3,"India collaborative childhood leukaemia group Berlin- Frankfurt -Munster Kill acute lymphocytic leukemia cells Mitroxantrone,Chlorambuc il,Prednisolone: 841",pmjay_hbp_2022
MO063C,6 - Mercaptopurine 75mg/m2 daily Methotrexate 20mg/m2 weekly Vincristine 1,Oncology,PMJAY,3000,3,6 - Mercaptopurine 75mg/m2 daily Methotrexate 20mg/m2 weekly Vincristine 1.5mg/m2 monthly Intrathecal methotrexate 12 mg 3 monthly,pmjay_hbp_2022
MO064A,"Cytrabine twice a day 3 gram/m2 Days 1, 3 and 5",Oncology,PMJAY,63400,3,"Cytrabine twice a day 3 gram/m2 Days 1, 3 and 5",pmjay_hbp_2022
MO064B,"Cytrabine 200mg/m2/day days 1-10 and Daunorubicin 50mg/m2 days 1, 3 and 5 Etp...",Oncology,PMJAY,115800,3,"Cytrabine 200mg/m2/day days 1-10 and Daunorubicin 50mg/m2 days 1, 3 and 5 Etposide 100mg/m2 days 1-5",pmjay_hbp_2022
MO064C,"Cytrabine 100- 200mg/m2/day days 1-7 and Daunorubicin 50mg/m2 days 1, 3 and 5",Oncology,PMJAY,115400,3,"Cytrabine 100- 200mg/m2/day days 1-7 and Daunorubicin 50mg/m2 days 1, 3 and 5",pmjay_hbp_2022
MO065A,Consolidation,Oncology,PMJAY,64700,3,Consolidation,pmjay_hbp_2022
MO065B,Induction,Oncology,PMJAY,142400,3,Induction,pmjay_hbp_2022
MO065C,Maintenance (18 months total cost),Oncology,PMJAY,43300,3,Maintenance (18 months total cost),pmjay_hbp_2022
MO066A,"COPDAC: Cyclophosphamide, Vincristine sulfate,Prednisone,Dacarb azine",Oncology,PMJAY,10400,3,"COPDAC: Cyclophosphamide, Vincristine sulfate,Prednisone,Dacarb azine",pmjay_hbp_2022
MO066B,"Oncovin,Etoposide,Predni sone,doxorubicin hydrochloride",Oncology,PMJAY,14300,3,"Oncovin,Etoposide,Predni sone,doxorubicin hydrochloride",pmjay_hbp_2022
MO067A,"ifosfamide, carboplatin, etoposide",Oncology,PMJAY,15400,3,"ifosfamide, carboplatin, etoposide",pmjay_hbp_2022
MO067B,"DECA: Dexamethasone,Etoposid e,Cytarabine,Cisplatin",Oncology,PMJAY,15400,3,"DECA: Dexamethasone,Etoposid e,Cytarabine,Cisplatin",pmjay_hbp_2022
MO067C,IGVD: Need to check,Oncology,PMJAY,37400,3,IGVD: Need to check,pmjay_hbp_2022
MO068A,Lymphoma malign B 89- 96 Consolidation (second month),Oncology,PMJAY,46900,3,Lymphoma malign B 89- 96 Consolidation (second month),pmjay_hbp_2022
MO068B,Lymphoma malign B 89- 96 Consolidation (First month),Oncology,PMJAY,46700,3,Lymphoma malign B 89- 96 Consolidation (First month),pmjay_hbp_2022
MO068C,Lymphoma malign B 89- 96 - Maintenance,Oncology,PMJAY,72400,3,Lymphoma malign B 89- 96 - Maintenance,pmjay_hbp_2022
MO068D,"Mitroxantrone,Chlorambuc il,Prednisolone",Oncology,PMJAY,108600,3,"Mitroxantrone,Chlorambuc il,Prednisolone: 842",pmjay_hbp_2022
MO069A,PEDIATRIC-GCT/JEB,Oncology,PMJAY,11800,3,PEDIATRIC-GCT/JEB,pmjay_hbp_2022
MO070A,Carboplatin + Cisplatin + Doxorubicin,Oncology,PMJAY,6200,3,Carboplatin + Cisplatin + Doxorubicin,pmjay_hbp_2022
MO070B,Cisplatin,Oncology,PMJAY,6200,3,Cisplatin,pmjay_hbp_2022
MO071A,Docetaxel Docetaxel 75 mg/m2 D1 every 21 days,Oncology,PMJAY,9400,3,Docetaxel Docetaxel 75 mg/m2 D1 every 21 days,pmjay_hbp_2022
MO071B,Erlotinib Erlotinib 150 mg once daily,Oncology,PMJAY,5000,3,Erlotinib Erlotinib 150 mg once daily,pmjay_hbp_2022
MO071C,Gefitnib Gefitinib 250 mg once daily,Oncology,PMJAY,2800,3,Gefitnib Gefitinib 250 mg once daily,pmjay_hbp_2022
MO071D,Paclitaxel + Carboplatin Paclitaxel Carboplatin 175mg/m2 AUC 5-6 D1 D1 every ...,Oncology,PMJAY,16000,3,Paclitaxel + Carboplatin Paclitaxel Carboplatin 175mg/m2 AUC 5-6 D1 D1 every 21 days,pmjay_hbp_2022
MO071E,Pemetrexed + Carboplatin Pemetrexed 500mg/m2 D1 Carboplatin AUC 5-6 D1 every ...,Oncology,PMJAY,11200,3,Pemetrexed + Carboplatin Pemetrexed 500mg/m2 D1 Carboplatin AUC 5-6 D1 every 21 days,pmjay_hbp_2022
MO071F,Topotecan Topotecan 1,Oncology,PMJAY,27100,3,Topotecan Topotecan 1.5 mg/m2 D1- D5 every 21 days,pmjay_hbp_2022
MO071G,Docetaxel Docetaxel 20 mg/m2 D1 every week,Oncology,PMJAY,3500,3,Docetaxel Docetaxel 20 mg/m2 D1 every week,pmjay_hbp_2022
MO071H,Etoposide + Carboplatin Etoposide 100mg/m2 D1 - D3 Carboplatin AUC 5-6 D1 eve...,Oncology,PMJAY,8500,3,Etoposide + Carboplatin Etoposide 100mg/m2 D1 - D3 Carboplatin AUC 5-6 D1 every 21 days,pmjay_hbp_2022
MO071I,Etoposide + Cisplatin Etoposide 100mg/m2 D1 - D3 Cisplatin 75-100 mg/m2 D1 ev...,Oncology,PMJAY,7500,3,Etoposide + Cisplatin Etoposide 100mg/m2 D1 - D3 Cisplatin 75-100 mg/m2 D1 every 21 days,pmjay_hbp_2022
MO071J,Gemcitabine Gemcitabine 1000mg /m2 D1 D8 every 21 days,Oncology,PMJAY,9900,3,Gemcitabine Gemcitabine 1000mg /m2 D1 D8 every 21 days,pmjay_hbp_2022
MO071K,Gemcitabine + Carboplatin Gemcitabine D1 D8 1000 mg/m2 Carboplatin AUC 5-6 D1...,Oncology,PMJAY,15300,3,Gemcitabine + Carboplatin Gemcitabine D1 D8 1000 mg/m2 Carboplatin AUC 5-6 D1 every 21 days,pmjay_hbp_2022
MO071L,Gemcitabine + Cisplatin Gemcitabine 1000 mg/m2 D1 D8 Cisplatin 75 mg/m2 D1 D8...,Oncology,PMJAY,13400,3,Gemcitabine + Cisplatin Gemcitabine 1000 mg/m2 D1 D8 Cisplatin 75 mg/m2 D1 D8 every 21 days,pmjay_hbp_2022
MO071M,Paclitaxel Paclitaxel 80mg/m2 every week,Oncology,PMJAY,6600,3,Paclitaxel Paclitaxel 80mg/m2 every week,pmjay_hbp_2022
MO071N,Paclitaxel Paclitaxel 175mg/m2 every 21 days,Oncology,PMJAY,13000,3,Paclitaxel Paclitaxel 175mg/m2 every 21 days,pmjay_hbp_2022
MO071O,Paclitaxel + Carboplatin Paclitaxel Carboplatin 50mg/m2 AUC 2 D1 D1 every week,Oncology,PMJAY,8500,3,Paclitaxel + Carboplatin Paclitaxel Carboplatin 50mg/m2 AUC 2 D1 D1 every week,pmjay_hbp_2022
MO071P,Paclitaxel + Cisplatin Paclitaxel Cisplatin 75mg/m2 175 mg/m2 D1 D1 every 21 ...,Oncology,PMJAY,14700,3,Paclitaxel + Cisplatin Paclitaxel Cisplatin 75mg/m2 175 mg/m2 D1 D1 every 21 days,pmjay_hbp_2022
MO071Q,Pemetrexed + Cisplatin Pemetrexed 500mg/m2 D1 Cisplatin 75 mg/m2 D1 every 21 ...,Oncology,PMJAY,10400,3,Pemetrexed + Cisplatin Pemetrexed 500mg/m2 D1 Cisplatin 75 mg/m2 D1 every 21 days,pmjay_hbp_2022
MO071R,Pemetrexed Pemetrexed 500mg/m2 D1 every 21 days,Oncology,PMJAY,8400,3,Pemetrexed Pemetrexed 500mg/m2 D1 every 21 days,pmjay_hbp_2022
MO071S,Vinorelbine + Carboplatin Vinorelbine 25mg/m2 D1 D8 CarboplatinAUC 5-6 D1 eve...,Oncology,PMJAY,18700,3,Vinorelbine + Carboplatin Vinorelbine 25mg/m2 D1 D8 CarboplatinAUC 5-6 D1 every 21 days,pmjay_hbp_2022
MO071T,Vinorelbine + Cisplatin Vinorelbine 25mg/m2 D1 D8 Cisplatin 75mg/m2 D1 every ...,Oncology,PMJAY,18700,3,Vinorelbine + Cisplatin Vinorelbine 25mg/m2 D1 D8 Cisplatin 75mg/m2 D1 every 21 days,pmjay_hbp_2022
